asset_id,asset_layer,asset_type,asset_name,page_type,keywords,conditions,forbidden_when,variant,html_path,css_path,slots,priority,priority_rank,validation,source_materials,source_step,source_file,notes
combo-radio-group,component_combo,component_combo,单选项组合,FormPage | Overlay | SettingsPage,单选 radio 二选一 选项,多个互斥选项，用户只能选择一个,独立开关状态；多选场景；选项过多应使用 Select,inline-options,assets/component-combos/form-controls/radio-group.html,assets/component-combos/_component-combo-support.css,FIELD_SLOT,P1,80,选项互斥；超过5项改用下拉选择,M066,step7,data/component-combo-assets.csv,
combo-select-field,component_combo,component_combo,Select 选择器,FormPage | FilterBar | Overlay,选择 状态 类型 下拉 单选,需要录入或选择单个字段值,只读展示；复杂批量编辑；应使用专用模块的场景,label-control-help,assets/component-combos/form-controls/select.html,assets/component-combos/_component-combo-support.css,FIELD_SLOT,P1,80,必须包含 label；帮助文案可删；不要裸放控件,M067,step7,data/component-combo-assets.csv,
combo-sidebar-contents,component_combo,component_combo,分栏目录内容组合,SettingsPage | FormPage | DetailPage,分栏目录 sidebar contents 左侧目录 锚点 分组,长内容需要左侧目录定位或分组导航,内容少于2组；简单弹窗；普通列表页,left-anchor-right-content,assets/component-combos/form-controls/sidebar-contents.html,assets/component-combos/_component-combo-support.css,CONTENT_SLOT,P1,80,左侧目录必须对应右侧分组；不要只放装饰性目录,M068,step7,data/component-combo-assets.csv,
combo-time-picker-field,component_combo,component_combo,TimePicker 时间选择,FormPage | FilterBar | Overlay,时间 时分 秒 时间点,需要录入或选择单个字段值,只读展示；复杂批量编辑；应使用专用模块的场景,label-control-help,assets/component-combos/form-controls/time-picker.html,assets/component-combos/_component-combo-support.css,FIELD_SLOT,P1,80,必须包含 label；帮助文案可删；不要裸放控件,M073,step7,data/component-combo-assets.csv,
combo-tree-select-field,component_combo,component_combo,TreeSelect 树选择,FormPage | FilterBar | Overlay,组织 部门 树选择 层级,需要录入或选择单个字段值,只读展示；复杂批量编辑；应使用专用模块的场景,label-control-help,assets/component-combos/form-controls/tree-select.html,assets/component-combos/_component-combo-support.css,FIELD_SLOT,P1,80,必须包含 label；帮助文案可删；不要裸放控件,M074,step7,data/component-combo-assets.csv,
combo-upload-field,component_combo,component_combo,上传字段组合,FormPage | DetailPage | Overlay,上传 upload 附件 文件 拖拽,单个字段需要上传附件或材料,复杂上传下载场景，应使用 upload-file 模块,dropzone-field,assets/component-combos/form-controls/upload-field.html,assets/component-combos/_component-combo-support.css,FIELD_SLOT | MODULE_SLOT,P1,80,必须有文件格式/大小说明；复杂列表型附件用模块资产,M069,step7,data/component-combo-assets.csv,
combo-badge,component_combo,display_component_combo,徽标提示组合,All,徽标 badge 未读 数量 红点 待办,需要在入口旁提示未读、数量、状态点,需要解释原因的错误；不应制造无意义红点,dot-and-count,assets/component-combos/display/badge.html,assets/component-combos/_component-combo-support.css,DISPLAY_SLOT | NAV_ITEM_SLOT,P2,60,数量必须有来源；红点必须可消除或可解释,M077,step7,data/component-combo-assets.csv,
combo-carousel,component_combo,display_component_combo,走马灯内容组合,HomePage | DashboardPage,carousel 走马灯 轮播 公告 活动,首页少量运营内容或公告轮播,关键业务入口；必须全部可见的信息,banner-carousel,assets/component-combos/display/carousel.html,assets/component-combos/_component-combo-support.css,DISPLAY_SLOT,P2,60,关键操作不要放轮播；必须保留静态可见入口,M091,step7,data/component-combo-assets.csv,
combo-image-list,component_combo,display_component_combo,图片缩略图组合,DetailPage | FormPage | Overlay,图片 image 缩略图 预览 列表,展示少量图片或附件预览入口,复杂文件管理，应使用 file-preview 模块,thumbnail-list,assets/component-combos/display/image-list.html,assets/component-combos/_component-combo-support.css,DISPLAY_SLOT,P2,60,图片必须有尺寸边界；不要撑破容器,M080,step7,data/component-combo-assets.csv,
combo-popover-card,component_combo,display_component_combo,气泡卡片组合,All,popover 气泡卡片 轻量浮层 补充信息,轻量解释或少量快捷操作，不离开当前上下文,复杂表单、重要确认、高风险操作，应使用 Modal/Drawer,info-with-actions,assets/component-combos/display/popover-card.html,assets/component-combos/_component-combo-support.css,POPOVER_SLOT,P2,60,内容不可过长；复杂配置必须升级为 Drawer,M088,step7,data/component-combo-assets.csv,
combo-segmented,component_combo,display_component_combo,分段控制器组合,TablePage | DashboardPage,分段 segmented 切换 视图 状态筛选,少量互斥视图切换，且不需要复杂筛选,选项很多；需要跨页导航；应使用 Tabs 的场景,status-switch,assets/component-combos/display/segmented.html,assets/component-combos/_component-combo-support.css,FILTER_SLOT | VIEW_SWITCH_SLOT,P2,60,通常不超过4项；语义是视图切换而不是提交操作,M081,step7,data/component-combo-assets.csv,
combo-tag-status,component_combo,display_component_combo,状态标签组合,All,标签 tag 状态 结果 标识,用于表达状态、分类或轻量属性,长文本说明；需要操作确认的反馈,semantic-status,assets/component-combos/display/tag-status.html,assets/component-combos/_component-combo-support.css,DISPLAY_SLOT | TABLE_CELL_SLOT,P2,60,状态色必须有语义；不要把标签当按钮,M082,step7,data/component-combo-assets.csv,
combo-tooltip,component_combo,display_component_combo,文字提示组合,All,tooltip 文字提示 说明 解释,短解释、字段辅助说明、图标说明,长内容、表单、复杂配置入口，应使用 Popover 或 Drawer,short-help,assets/component-combos/display/tooltip.html,assets/component-combos/_component-combo-support.css,HELP_SLOT,P2,60,只放短文本；不可承载关键操作,M087,step7,data/component-combo-assets.csv,
combo-tour-card,component_combo,display_component_combo,漫游引导卡片,All,tour 引导 新手引导 功能介绍,首次使用、复杂功能上线、需要分步介绍,常规提示；错误提示；必须阅读的合规信息,step-guide,assets/component-combos/display/tour-card.html,assets/component-combos/_component-combo-support.css,TOUR_SLOT,P2,60,必须有跳过路径；每步只说明一个目标,M083,step7,data/component-combo-assets.csv,
